Airline,Origin,Destination,Date,Departure Time,Arrival Time,Cabin Class,Flight Duration (hrs),Price (USD)
Delta,ORD,LAX,2024-09-14,07:42,15:40,Business,2.43,555.7
Delta,MUC,ATL,2024-09-18,04:00,04:46,Business,8.71,1009.01
American Airlines,MUC,LAX,2024-09-12,07:59,02:51,First,7.3,680.96
United,ATL,MUC,2024-09-18,17:03,01:14,Business,11.7,631.05
American Airlines,MUC,YYZ,2024-09-13,20:11,13:16,First,3.87,1210.93
Delta,ATL,SFO,2024-09-13,16:12,12:10,Economy,4.16,1725.78
Delta,ORD,DFW,2024-09-16,05:23,23:15,Business,3.2,1798.74
Lufthansa,FRA,DFW,2024-09-15,16:22,23:25,Economy,5.84,1684.87
Air Canada,YYZ,MUC,2024-09-17,07:18,21:17,Economy,5.72,1938.28
American Airlines,MUC,JFK,2024-09-12,11:56,00:47,First,8.21,4721.29
United,YVR,ORD,2024-09-16,10:10,15:40,Economy,9.87,934.34
American Airlines,MUC,ATL,2024-09-15,04:24,07:53,First,10.48,1410.33
United,LAX,DFW,2024-09-15,12:01,19:54,First,3.21,5004.97
Air Canada,ATL,DFW,2024-09-14,16:26,07:01,First,3.68,2124.77
Lufthansa,ATL,SFO,2024-09-17,11:19,14:26,Business,1.13,1125.58
American Airlines,MUC,ATL,2024-09-14,20:10,12:19,Economy,10.94,626.48
Delta,ORD,ATL,2024-09-12,22:15,09:23,Business,8.93,586.43
American Airlines,JFK,DFW,2024-09-18,12:15,05:56,First,10.63,4155.63
Lufthansa,YYZ,ORD,2024-09-13,00:27,07:25,Business,2.78,4077.37
Air Canada,YVR,SFO,2024-09-12,21:59,07:17,Business,1.85,1112.23
Delta,DFW,YVR,2024-09-16,09:04,07:05,Business,9.25,255.67
United,ORD,SFO,2024-09-18,09:59,00:29,Economy,2.29,965.3
Air Canada,SFO,ATL,2024-09-15,06:17,13:04,Economy,5.99,1170.87
Delta,FRA,JFK,2024-09-15,15:30,19:56,Economy,6.47,470.9
Air Canada,MUC,LAX,2024-09-15,22:48,09:26,Economy,3.74,730.13
American Airlines,DFW,FRA,2024-09-15,09:21,05:55,First,11.37,1968.54
Delta,YVR,SFO,2024-09-12,04:55,14:39,Economy,2.36,349.11
Air Canada,YYZ,YVR,2024-09-16,15:17,16:43,Economy,8.44,394.74
Air Canada,YVR,FRA,2024-09-14,03:43,05:31,Economy,7.63,908.98
Delta,FRA,YVR,2024-09-15,09:53,10:44,Business,4.37,3777.64
American Airlines,FRA,DFW,2024-09-18,09:18,06:04,First,2.75,3998.23
Lufthansa,SFO,DFW,2024-09-17,06:52,00:49,Economy,2.75,2048.2
United,FRA,YVR,2024-09-15,11:46,22:03,Business,1.99,2729.98
Delta,ORD,FRA,2024-09-14,14:41,18:02,First,3.68,4027.95
Delta,ORD,SFO,2024-09-16,22:32,11:37,First,11.66,4372.96
Air Canada,YVR,JFK,2024-09-14,09:04,15:46,Economy,8.36,1141.86
United,YVR,FRA,2024-09-13,01:28,20:23,Economy,3.33,270.53
Delta,MUC,ORD,2024-09-18,17:41,17:48,First,1.32,1135.02
Air Canada,DFW,FRA,2024-09-18,05:01,18:57,Business,6.58,1738.47
Lufthansa,MUC,JFK,2024-09-13,04:07,02:17,Economy,4.99,1665.03
Delta,JFK,ATL,2024-09-12,23:13,13:28,First,5.28,5879.42
United,ATL,YYZ,2024-09-15,07:32,22:45,Economy,3.93,1842.39
American Airlines,JFK,SFO,2024-09-13,15:18,10:50,Business,2.64,3508.95
United,DFW,YYZ,2024-09-18,02:02,00:33,Business,11.44,3668.38
Delta,MUC,ATL,2024-09-14,11:21,01:43,Business,6.91,3550.17
Delta,ORD,JFK,2024-09-13,23:41,07:42,Business,7.51,1631.83
Air Canada,MUC,DFW,2024-09-13,21:33,22:05,Economy,7.58,1268.12
Lufthansa,SFO,MUC,2024-09-12,03:46,07:38,Business,5.16,3053.96
Air Canada,FRA,LAX,2024-09-15,21:39,03:41,Business,4.94,1261.63
Lufthansa,DFW,SFO,2024-09-15,20:20,05:54,First,4.85,2836.22
Air Canada,SFO,LAX,2024-09-18,02:55,22:06,First,4.72,4814.59
American Airlines,SFO,DFW,2024-09-18,19:21,11:18,Business,8.61,2064.04
Delta,YYZ,ORD,2024-09-16,13:12,23:51,Economy,10.53,1846.7
Air Canada,YVR,JFK,2024-09-18,06:35,19:59,Economy,6.54,1311.8
Air Canada,FRA,MUC,2024-09-17,21:12,23:21,First,11.08,1437.32
Lufthansa,SFO,DFW,2024-09-13,08:23,14:42,First,2.11,2718.01
Air Canada,DFW,FRA,2024-09-14,13:06,20:32,Economy,8.5,1650.05
Air Canada,DFW,JFK,2024-09-16,11:01,13:41,First,9.37,4124.93
American Airlines,MUC,LAX,2024-09-16,16:02,04:26,First,11.39,5002.7
Air Canada,FRA,YVR,2024-09-13,04:27,11:16,Economy,9.31,1306.68
United,YVR,FRA,2024-09-16,04:09,01:15,Economy,2.56,1664.21
Air Canada,YYZ,JFK,2024-09-13,19:19,06:33,Economy,8.6,1064.48
Lufthansa,JFK,YVR,2024-09-12,11:37,11:20,Business,10.15,2207.4
Lufthansa,ORD,SFO,2024-09-12,17:46,23:57,First,3.8,6241.25
Lufthansa,ATL,YVR,2024-09-12,01:02,13:54,Business,2.37,2663.96
Lufthansa,ATL,YYZ,2024-09-15,09:14,09:15,Economy,3.39,1932.59
United,MUC,ORD,2024-09-16,11:41,16:40,First,8.37,2769.17
Air Canada,JFK,LAX,2024-09-16,19:40,01:05,Economy,1.56,1679.6
United,FRA,YVR,2024-09-13,03:50,20:34,Economy,6.39,1029.29
Air Canada,YYZ,ATL,2024-09-17,06:37,06:34,Business,8.87,426.05
Lufthansa,YVR,YYZ,2024-09-15,22:09,22:27,First,4.86,4044.59
Air Canada,DFW,YYZ,2024-09-18,21:12,23:30,First,4.11,411.09
Air Canada,FRA,YVR,2024-09-12,03:12,00:35,Business,5.7,1668.14
Air Canada,ORD,MUC,2024-09-16,13:05,21:45,Economy,11.47,239.14
Lufthansa,DFW,SFO,2024-09-15,01:13,19:12,Economy,1.34,1940.95
American Airlines,FRA,ATL,2024-09-16,21:00,01:29,Economy,4.95,708.72
United,YYZ,ATL,2024-09-15,17:36,07:59,Economy,6.71,1665.91
Lufthansa,ATL,MUC,2024-09-14,20:19,17:47,Economy,4.79,843.72
United,ATL,ORD,2024-09-16,04:27,16:57,Economy,3.14,1235.48
Delta,DFW,ORD,2024-09-16,16:32,13:36,Business,3.42,2231.93
American Airlines,ATL,ORD,2024-09-17,06:08,21:27,Economy,7.35,1017.55
Delta,LAX,ATL,2024-09-16,17:23,22:41,Economy,2.52,2125.23
Air Canada,DFW,SFO,2024-09-13,19:10,22:22,Economy,10.13,882.91
Air Canada,ORD,DFW,2024-09-12,20:09,17:52,Economy,4.97,1060.77
Air Canada,LAX,JFK,2024-09-15,11:01,04:41,First,8.46,3357.26
United,YVR,SFO,2024-09-12,02:17,10:05,Economy,4.22,999.72
United,LAX,ATL,2024-09-13,22:28,10:51,Business,8.17,1948.46
Delta,JFK,YVR,2024-09-12,03:40,11:35,First,11.75,3061.18
Lufthansa,ATL,JFK,2024-09-14,12:28,21:51,Economy,9.21,1162.47
American Airlines,SFO,YYZ,2024-09-14,11:04,00:20,First,11.21,673.47
United,FRA,MUC,2024-09-17,22:05,04:58,First,10.49,5792.66
Air Canada,ATL,DFW,2024-09-12,17:27,10:15,Economy,4.16,868.92
Lufthansa,DFW,ATL,2024-09-16,07:15,07:23,Business,2.07,1824.56
Lufthansa,JFK,YVR,2024-09-12,20:38,00:36,Economy,7.69,1809.49
Air Canada,SFO,DFW,2024-09-18,11:09,09:58,Economy,11.11,1245.24
Lufthansa,MUC,YYZ,2024-09-18,08:26,07:25,First,11.16,6365.46
Delta,FRA,LAX,2024-09-18,22:29,03:54,Economy,5.77,401.74
Delta,ORD,LAX,2024-09-15,13:56,04:31,First,6.36,3448.71
American Airlines,FRA,YYZ,2024-09-16,15:19,10:37,First,4.04,2383.24
American Airlines,YYZ,JFK,2024-09-13,21:55,01:54,Economy,8.38,1874.4
United,ATL,MUC,2024-09-13,20:18,02:28,Economy,5.56,747.22
Delta,DFW,YVR,2024-09-12,15:09,12:47,Economy,4.6,1519.36
Delta,YVR,FRA,2024-09-16,03:16,22:43,Business,9.49,4094.98
American Airlines,MUC,YVR,2024-09-12,01:41,12:55,Business,5.45,1024.4
Lufthansa,YYZ,LAX,2024-09-12,09:53,23:04,Business,7.6,486.79
American Airlines,FRA,ATL,2024-09-17,02:00,20:19,Business,2.61,238.55
United,DFW,ATL,2024-09-15,06:06,21:36,First,11.58,1421.08
Lufthansa,ATL,LAX,2024-09-15,15:50,02:11,Economy,4.14,922.6
American Airlines,YVR,LAX,2024-09-17,18:45,09:15,Business,11.63,1432.43
American Airlines,SFO,LAX,2024-09-15,09:25,01:37,Business,9.62,3637.65
American Airlines,SFO,ATL,2024-09-16,22:10,08:29,Economy,7.49,1948.86
American Airlines,MUC,YVR,2024-09-13,02:15,18:33,Business,9.21,3956.1
United,ORD,MUC,2024-09-12,04:44,07:13,Business,2.34,1458.83
United,JFK,ORD,2024-09-17,19:06,00:18,Economy,1.82,1079.27
Air Canada,ORD,ATL,2024-09-12,07:04,20:06,Economy,1.17,1874.18
Air Canada,JFK,ATL,2024-09-17,14:29,13:32,Business,9.73,640.54
Air Canada,DFW,FRA,2024-09-18,14:55,04:32,First,9.89,2042.81
Delta,MUC,SFO,2024-09-17,15:45,19:15,Business,8.93,2087.91
Lufthansa,YVR,ORD,2024-09-12,05:05,21:56,Economy,3.46,486.17
United,SFO,ATL,2024-09-15,19:28,22:19,Business,6.5,2564.47
Lufthansa,SFO,JFK,2024-09-14,06:49,15:52,Economy,6.25,1277.25
American Airlines,LAX,ATL,2024-09-13,13:56,00:56,Business,9.27,2237.37
Delta,ORD,DFW,2024-09-17,10:41,20:28,Business,2.82,2522.65
United,FRA,YVR,2024-09-17,11:10,18:03,First,2.5,2604.09
American Airlines,YVR,DFW,2024-09-12,03:00,03:21,Business,3.56,2162.09
Delta,LAX,FRA,2024-09-14,09:13,00:33,First,5.13,4614.22
United,SFO,FRA,2024-09-15,16:31,22:27,First,8.46,2935.9
Delta,JFK,SFO,2024-09-15,22:35,05:47,First,8.61,4013.1
Air Canada,YYZ,JFK,2024-09-17,08:35,11:55,Business,10.89,2504.57
Lufthansa,SFO,YVR,2024-09-15,19:18,12:11,First,4.42,3642.66
Lufthansa,ATL,MUC,2024-09-12,17:08,11:06,First,2.63,659.58
Delta,FRA,ATL,2024-09-17,05:42,04:00,Business,1.12,4045.74
American Airlines,YYZ,DFW,2024-09-16,03:07,11:47,Business,5.65,550.45
United,FRA,YYZ,2024-09-18,06:48,12:37,Economy,10.06,1304.69
American Airlines,SFO,ATL,2024-09-14,21:24,20:24,Business,3.66,3236.11
Delta,JFK,FRA,2024-09-15,14:30,09:55,Business,6.93,3147.95
Lufthansa,ATL,MUC,2024-09-13,09:58,15:03,First,5.57,2942.86
Lufthansa,MUC,YYZ,2024-09-18,05:30,02:35,First,1.5,2123.37
Air Canada,MUC,FRA,2024-09-12,12:01,17:04,Economy,1.77,1122.5
United,ATL,LAX,2024-09-15,18:47,03:30,Economy,2.4,375.04
American Airlines,SFO,LAX,2024-09-17,05:39,22:31,First,1.59,2206.12
Delta,JFK,MUC,2024-09-12,02:45,09:47,First,3.0,2196.12
American Airlines,FRA,JFK,2024-09-17,20:26,05:04,Economy,6.46,1198.71
American Airlines,MUC,SFO,2024-09-15,21:17,20:23,First,5.35,527.31
Delta,YYZ,SFO,2024-09-18,16:43,12:08,Business,11.01,2409.24
Delta,LAX,SFO,2024-09-13,22:02,14:08,Business,5.66,1225.94
Lufthansa,FRA,LAX,2024-09-14,11:30,13:22,Business,6.75,1625.36
Lufthansa,JFK,DFW,2024-09-14,07:13,10:12,First,7.59,3014.04
Air Canada,LAX,ATL,2024-09-18,06:02,10:35,Business,2.27,1231.98
Air Canada,DFW,ATL,2024-09-16,07:12,00:18,Economy,10.71,1998.75
Delta,MUC,YVR,2024-09-13,14:33,11:07,Business,7.76,644.99
United,FRA,DFW,2024-09-16,13:16,03:10,First,6.11,4052.48
Air Canada,FRA,MUC,2024-09-14,00:32,02:06,Business,10.32,1669.38
Delta,JFK,FRA,2024-09-17,08:43,07:10,First,6.91,2067.62
American Airlines,DFW,SFO,2024-09-14,09:34,22:12,Business,2.97,3849.98
United,JFK,LAX,2024-09-18,02:56,20:36,First,4.31,2452.61
United,ORD,SFO,2024-09-15,07:57,19:34,Business,9.94,2314.84
American Airlines,MUC,JFK,2024-09-15,23:22,04:46,Economy,4.29,576.78
Delta,ORD,SFO,2024-09-16,08:01,23:42,First,8.86,964.73
United,ORD,YYZ,2024-09-13,07:59,14:57,Business,5.36,684.12
American Airlines,FRA,ATL,2024-09-13,10:47,18:11,First,7.32,3445.88
Delta,MUC,YYZ,2024-09-18,05:18,08:53,Economy,8.25,1216.72
American Airlines,ORD,DFW,2024-09-18,15:57,01:11,First,10.22,1750.07
Lufthansa,ATL,ORD,2024-09-18,07:54,17:18,First,4.3,1864.12
United,ATL,JFK,2024-09-12,05:13,09:09,First,1.58,4816.34
American Airlines,DFW,ORD,2024-09-12,05:18,14:17,First,1.16,3349.63
Air Canada,SFO,DFW,2024-09-16,17:34,20:56,First,10.77,3364.63
United,YVR,DFW,2024-09-18,23:45,12:22,Business,10.71,2989.83
United,MUC,ORD,2024-09-18,00:28,19:55,Business,11.5,593.43
Lufthansa,FRA,MUC,2024-09-14,08:25,15:53,Economy,9.65,450.4
Lufthansa,YYZ,MUC,2024-09-15,14:08,13:23,Economy,6.96,524.29
Lufthansa,ORD,SFO,2024-09-16,21:10,20:19,Business,3.9,3290.76
Lufthansa,JFK,LAX,2024-09-12,10:50,15:20,Business,2.0,3848.65
United,YYZ,SFO,2024-09-17,04:37,07:27,Economy,9.6,1709.5
American Airlines,JFK,ATL,2024-09-15,17:56,13:29,First,7.95,5551.96
United,YYZ,DFW,2024-09-18,15:14,13:43,First,11.64,319.5
Lufthansa,ORD,ATL,2024-09-18,12:58,07:46,First,3.67,1659.21
American Airlines,LAX,SFO,2024-09-15,09:06,18:36,Economy,2.2,1080.53
United,YYZ,JFK,2024-09-17,09:14,02:07,Business,11.95,450.83
United,DFW,LAX,2024-09-17,03:13,10:40,Business,4.2,3647.3
Lufthansa,MUC,DFW,2024-09-15,22:29,00:56,First,3.67,6008.16
Delta,YYZ,FRA,2024-09-16,17:55,08:51,First,4.04,2432.66
Delta,SFO,YYZ,2024-09-16,15:33,03:38,Business,3.33,823.35
Lufthansa,MUC,JFK,2024-09-15,08:16,01:44,Economy,7.8,1387.51
American Airlines,JFK,YVR,2024-09-16,19:28,15:11,First,3.97,1638.37
Delta,YVR,FRA,2024-09-16,20:30,16:09,Economy,10.51,1843.78
Lufthansa,LAX,YYZ,2024-09-17,10:20,23:03,Economy,2.73,1552.5
American Airlines,JFK,MUC,2024-09-14,08:44,00:57,Economy,6.79,586.13
Air Canada,DFW,YYZ,2024-09-13,05:03,04:29,First,5.39,3508.54
American Airlines,ORD,MUC,2024-09-14,01:37,19:22,Economy,10.73,289.94
Lufthansa,YVR,FRA,2024-09-13,07:29,03:53,Economy,2.9,1943.09
Lufthansa,LAX,SFO,2024-09-15,05:25,10:54,Economy,8.06,2172.43
Lufthansa,YVR,DFW,2024-09-16,09:55,20:02,Business,2.55,2423.58
Delta,YVR,DFW,2024-09-13,04:58,15:32,Business,7.46,581.07
Lufthansa,DFW,ATL,2024-09-16,19:34,17:14,Economy,1.61,696.54
United,DFW,LAX,2024-09-16,01:08,23:16,Economy,11.55,1857.71
Lufthansa,LAX,MUC,2024-09-18,00:56,11:31,Business,10.71,3998.87
United,ORD,YYZ,2024-09-15,15:37,15:55,Business,4.24,3522.06
Air Canada,FRA,ATL,2024-09-16,20:00,07:56,Business,10.12,285.75
Lufthansa,MUC,SFO,2024-09-17,07:29,18:25,Economy,4.72,765.18
Lufthansa,YVR,JFK,2024-09-17,04:52,22:46,Business,11.38,2388.82
Lufthansa,DFW,YVR,2024-09-13,05:33,13:11,Economy,6.06,939.12
Delta,YYZ,YVR,2024-09-14,07:43,01:15,First,5.04,2858.09
Lufthansa,JFK,LAX,2024-09-15,23:28,00:45,Business,9.87,1529.71
American Airlines,JFK,FRA,2024-09-15,20:32,18:50,Economy,2.17,1282.82
Air Canada,JFK,FRA,2024-09-14,06:39,04:30,Economy,7.47,557.06
Delta,MUC,FRA,2024-09-15,20:28,04:19,First,3.02,2203.44
Air Canada,YVR,LAX,2024-09-16,04:18,04:35,Business,8.38,3906.41
United,JFK,ORD,2024-09-18,13:20,23:37,First,1.38,1188.71
Delta,SFO,MUC,2024-09-18,00:39,18:49,Economy,3.32,1575.32
United,YYZ,YVR,2024-09-15,16:56,06:37,Business,10.04,3250.6
Air Canada,FRA,SFO,2024-09-18,11:58,08:16,Economy,10.52,1116.88
Lufthansa,MUC,YYZ,2024-09-16,13:32,18:30,Business,2.84,2987.9
Lufthansa,YYZ,YVR,2024-09-16,18:36,17:49,First,11.91,2396.45
American Airlines,MUC,DFW,2024-09-17,10:51,06:00,Business,9.85,2632.53
Air Canada,JFK,YYZ,2024-09-18,05:31,10:50,Business,4.28,2022.04
American Airlines,JFK,FRA,2024-09-12,06:25,06:01,Business,3.39,1728.56
Delta,DFW,SFO,2024-09-14,20:35,15:16,First,4.21,548.22
American Airlines,MUC,YYZ,2024-09-18,02:47,03:31,Business,7.7,1292.89
United,JFK,DFW,2024-09-15,00:35,15:30,Economy,1.91,269.91
Lufthansa,DFW,LAX,2024-09-14,13:04,14:25,Economy,1.95,155.44
American Airlines,YVR,DFW,2024-09-15,09:23,13:25,Business,8.6,3818.87
United,SFO,DFW,2024-09-12,02:00,15:51,Economy,4.03,1685.24
Delta,MUC,FRA,2024-09-16,19:01,16:57,Economy,3.87,1741.71
United,FRA,YYZ,2024-09-15,22:50,22:54,First,6.68,3502.09
United,YYZ,DFW,2024-09-18,06:11,02:04,First,11.08,3190.5
American Airlines,YVR,YYZ,2024-09-18,03:47,23:36,Economy,1.84,611.35
United,YYZ,MUC,2024-09-15,05:18,05:17,Business,1.33,604.64
American Airlines,MUC,YYZ,2024-09-17,15:20,22:00,Economy,9.94,1108.71
United,ORD,FRA,2024-09-17,06:02,18:17,Economy,6.21,1140.39
Delta,MUC,ATL,2024-09-16,20:58,19:08,Business,1.78,1438.11
Lufthansa,YYZ,MUC,2024-09-14,14:12,06:47,First,6.86,4117.56
Delta,ORD,YVR,2024-09-15,09:53,08:54,Business,2.75,1397.5
Delta,MUC,YVR,2024-09-12,02:11,04:00,Economy,3.98,449.4
American Airlines,ORD,YYZ,2024-09-17,11:19,07:19,First,2.25,3299.31
Lufthansa,FRA,YVR,2024-09-16,17:35,22:24,Economy,5.26,1759.79
Air Canada,FRA,YVR,2024-09-15,09:55,01:34,First,8.67,4631.72
Delta,FRA,DFW,2024-09-16,10:06,09:32,First,1.36,2905.61
Delta,YYZ,SFO,2024-09-16,21:42,11:38,Economy,11.84,1434.91
Lufthansa,FRA,ORD,2024-09-14,18:29,08:58,Business,2.13,797.37
Lufthansa,YYZ,ATL,2024-09-16,07:12,00:23,Business,9.95,3047.5
Delta,SFO,JFK,2024-09-17,14:54,06:41,Business,4.05,1929.27
American Airlines,LAX,ORD,2024-09-15,07:03,15:52,Economy,5.68,1704.43
Air Canada,MUC,FRA,2024-09-15,08:36,23:08,First,5.23,2901.97
Lufthansa,ORD,LAX,2024-09-15,19:58,04:04,Economy,2.43,1435.33
United,ATL,DFW,2024-09-12,08:39,02:13,Business,11.09,3275.2
Delta,DFW,ORD,2024-09-14,09:53,12:27,Economy,4.25,1270.25
Delta,JFK,SFO,2024-09-12,14:42,17:12,Economy,8.49,754.11
Delta,LAX,MUC,2024-09-16,21:59,04:03,Business,3.82,3136.61
Delta,SFO,LAX,2024-09-17,14:15,19:39,Economy,10.47,2023.85
Air Canada,LAX,DFW,2024-09-12,23:36,21:15,Economy,11.77,839.34
Lufthansa,LAX,ATL,2024-09-12,09:01,17:10,First,9.59,4890.59
Delta,DFW,MUC,2024-09-12,06:00,23:28,Business,6.67,3852.31
Air Canada,YYZ,SFO,2024-09-12,19:05,12:59,First,9.27,5570.89
United,DFW,JFK,2024-09-15,05:51,20:24,First,5.61,2225.44
United,SFO,ORD,2024-09-13,10:40,07:40,Economy,1.57,1052.43
Air Canada,ATL,JFK,2024-09-17,02:28,00:20,Economy,7.76,869.21
American Airlines,YVR,ORD,2024-09-18,15:59,07:00,Business,8.3,2406.12
Lufthansa,ATL,ORD,2024-09-16,10:17,02:42,Economy,10.91,383.61
American Airlines,SFO,DFW,2024-09-13,20:14,10:44,First,5.81,2170.84
Air Canada,YYZ,FRA,2024-09-17,11:30,22:22,First,3.32,4345.31
Lufthansa,JFK,SFO,2024-09-12,19:24,22:18,Business,8.17,2944.84
Lufthansa,ORD,YVR,2024-09-15,13:02,10:51,Business,11.33,1276.79
American Airlines,YVR,LAX,2024-09-12,12:36,00:59,First,9.56,2519.63
Delta,DFW,ATL,2024-09-17,05:57,06:56,Business,1.05,2131.6
Air Canada,ATL,SFO,2024-09-14,00:25,03:06,Economy,7.92,1013.85
Air Canada,ORD,MUC,2024-09-16,10:17,17:44,First,9.38,2662.54
American Airlines,ATL,FRA,2024-09-14,20:24,21:57,Business,4.52,1086.47
United,ORD,YYZ,2024-09-12,21:44,22:36,Business,1.44,1303.88
Delta,DFW,LAX,2024-09-18,18:28,19:08,Economy,8.6,1487.07
Air Canada,MUC,LAX,2024-09-17,19:07,13:49,Business,6.86,1886.64
Lufthansa,FRA,DFW,2024-09-17,16:42,07:43,Business,8.24,4373.32
American Airlines,JFK,FRA,2024-09-12,13:43,14:54,Business,3.59,2480.93
Delta,YYZ,MUC,2024-09-17,04:44,05:06,Economy,2.38,639.55
American Airlines,YVR,SFO,2024-09-12,03:52,06:09,Business,2.94,2989.91
United,LAX,DFW,2024-09-17,15:41,01:55,Business,5.72,1484.25
Air Canada,SFO,ATL,2024-09-12,17:06,14:22,Business,7.09,1983.87
United,LAX,JFK,2024-09-18,07:55,18:56,Business,5.29,2707.53
American Airlines,SFO,LAX,2024-09-14,05:28,22:02,Economy,9.61,1721.99
American Airlines,ORD,SFO,2024-09-18,20:40,06:31,Economy,1.61,278.58
American Airlines,JFK,DFW,2024-09-18,09:19,19:07,Economy,3.38,1021.15
Air Canada,DFW,FRA,2024-09-17,00:58,20:18,First,2.33,1234.49
American Airlines,SFO,ATL,2024-09-16,17:05,22:50,First,8.63,1493.23
American Airlines,YVR,JFK,2024-09-13,16:26,17:58,Economy,2.71,622.29
Lufthansa,ATL,LAX,2024-09-13,23:04,15:52,First,4.04,1863.82
American Airlines,YYZ,YVR,2024-09-18,02:35,19:18,Economy,3.87,185.93
American Airlines,DFW,MUC,2024-09-15,18:46,10:04,Economy,6.86,1758.8
American Airlines,ATL,MUC,2024-09-17,18:16,18:37,First,11.52,590.11
Lufthansa,YYZ,JFK,2024-09-16,13:32,03:29,Business,2.83,4358.13
Lufthansa,SFO,JFK,2024-09-17,08:03,21:44,Business,11.01,2222.45
Lufthansa,JFK,ORD,2024-09-16,23:58,06:25,Economy,3.98,262.35
Lufthansa,DFW,ATL,2024-09-13,08:59,19:09,Business,9.35,2932.33
Air Canada,YVR,ORD,2024-09-14,08:00,19:22,First,8.02,2000.07
American Airlines,SFO,ORD,2024-09-15,19:12,08:36,First,7.89,1146.54
Delta,MUC,JFK,2024-09-12,17:12,11:57,First,11.55,2156.49
Air Canada,MUC,ORD,2024-09-16,01:22,07:35,Business,1.73,1590.65
United,JFK,SFO,2024-09-12,17:03,00:06,Business,5.27,2288.9
United,YYZ,LAX,2024-09-13,03:55,09:07,Economy,11.64,313.89
Delta,LAX,JFK,2024-09-16,08:43,03:47,Economy,5.95,1424.98
Air Canada,FRA,ORD,2024-09-16,18:32,15:38,Economy,8.92,1467.45
Air Canada,YVR,FRA,2024-09-16,11:07,06:54,Economy,9.73,1936.72
Air Canada,MUC,ATL,2024-09-17,02:24,07:44,First,8.99,3721.24
American Airlines,SFO,YVR,2024-09-18,16:17,16:16,Economy,7.47,835.46
United,ORD,YYZ,2024-09-13,10:39,22:21,Business,9.79,968.71
United,MUC,YYZ,2024-09-14,02:44,16:50,Business,7.52,1173.63
United,YYZ,SFO,2024-09-15,20:04,16:31,Economy,1.5,1368.54
Delta,SFO,LAX,2024-09-18,23:22,02:46,Economy,6.06,641.67
Delta,JFK,LAX,2024-09-12,05:28,08:34,Business,8.44,703.04
American Airlines,LAX,YYZ,2024-09-14,22:19,11:38,First,6.05,466.03
Air Canada,YYZ,MUC,2024-09-17,04:09,02:58,Business,11.92,2674.71
American Airlines,YYZ,DFW,2024-09-14,07:31,12:55,Economy,2.89,1343.27
Air Canada,JFK,YVR,2024-09-18,18:05,19:04,Economy,2.18,1644.28
Delta,DFW,FRA,2024-09-15,17:37,05:56,First,7.69,656.91
Air Canada,YYZ,ORD,2024-09-17,04:50,06:11,Economy,3.79,918.5
United,ATL,DFW,2024-09-14,01:46,01:17,Economy,7.65,341.81
Delta,YYZ,ATL,2024-09-12,00:39,14:38,Business,3.14,2296.87
Lufthansa,DFW,FRA,2024-09-18,11:44,14:37,First,2.77,6341.99
American Airlines,SFO,LAX,2024-09-18,21:35,00:50,Economy,9.69,1653.84
Air Canada,LAX,YYZ,2024-09-13,09:43,10:53,First,8.73,1619.3
Lufthansa,ATL,DFW,2024-09-14,12:21,21:01,First,5.99,2989.25
United,DFW,FRA,2024-09-18,12:18,14:44,Economy,3.15,1259.66
Air Canada,ATL,SFO,2024-09-18,18:37,20:40,Business,5.07,953.25
Lufthansa,ATL,YVR,2024-09-17,08:57,09:42,Business,3.69,308.58
Air Canada,SFO,JFK,2024-09-14,05:11,15:12,First,3.83,1741.61
American Airlines,ATL,SFO,2024-09-14,06:48,09:54,Business,8.81,3334.07
Delta,JFK,YVR,2024-09-14,19:20,14:30,First,7.54,4979.3
Air Canada,FRA,YVR,2024-09-18,23:23,19:23,First,10.55,1260.5
Air Canada,ATL,FRA,2024-09-18,00:18,13:28,First,4.25,2071.01
Lufthansa,FRA,MUC,2024-09-17,12:02,00:51,Business,10.75,1691.91
Lufthansa,LAX,MUC,2024-09-15,08:34,20:12,Business,3.1,4246.78
American Airlines,SFO,JFK,2024-09-12,03:01,23:04,Business,6.75,3528.84
United,DFW,YYZ,2024-09-13,16:20,21:42,First,2.73,3782.27
United,JFK,SFO,2024-09-13,03:01,19:20,Economy,1.44,977.51
Air Canada,MUC,ATL,2024-09-15,23:22,12:41,First,4.73,3192.4
Lufthansa,MUC,YYZ,2024-09-17,08:57,06:44,Economy,10.72,111.73
Lufthansa,FRA,DFW,2024-09-18,13:53,19:10,First,1.41,1023.58
Air Canada,ORD,SFO,2024-09-13,03:08,01:12,Economy,11.78,447.89
Delta,YVR,JFK,2024-09-16,01:39,22:03,Economy,11.77,2057.07
Lufthansa,MUC,LAX,2024-09-18,22:13,06:21,Economy,10.54,874.44
Delta,ATL,YYZ,2024-09-18,13:02,16:13,First,11.98,2659.7
American Airlines,ATL,JFK,2024-09-17,12:37,17:39,First,4.07,1825.49
Lufthansa,JFK,LAX,2024-09-18,13:52,23:17,Economy,8.86,1272.07
Air Canada,FRA,JFK,2024-09-14,07:33,14:29,Business,6.0,2284.89
Air Canada,YVR,DFW,2024-09-17,01:38,15:51,Economy,9.86,1078.83
American Airlines,DFW,MUC,2024-09-13,06:38,12:30,Economy,6.61,1200.74
Delta,ATL,JFK,2024-09-16,08:55,06:53,Business,1.37,1562.99
United,YVR,DFW,2024-09-17,14:27,05:09,First,12.0,3462.89
